dataset_name,alg_name,hparam_source,trial_number,alg_hparam_id,exception
openml__cnae-9__9981,CatBoost,random_12_s0,12,CatBoost__seed_0__trial_12,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_13_s0,13,CatBoost__seed_0__trial_13,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_14_s0,14,CatBoost__seed_0__trial_14,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_15_s0,15,CatBoost__seed_0__trial_15,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_16_s0,16,CatBoost__seed_0__trial_16,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_17_s0,17,CatBoost__seed_0__trial_17,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_18_s0,18,CatBoost__seed_0__trial_18,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_19_s0,19,CatBoost__seed_0__trial_19,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_2_s0,2,CatBoost__seed_0__trial_2,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_20_s0,20,CatBoost__seed_0__trial_20,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_21_s0,21,CatBoost__seed_0__trial_21,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_22_s0,22,CatBoost__seed_0__trial_22,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_23_s0,23,CatBoost__seed_0__trial_23,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_24_s0,24,CatBoost__seed_0__trial_24,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_25_s0,25,CatBoost__seed_0__trial_25,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_26_s0,26,CatBoost__seed_0__trial_26,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_27_s0,27,CatBoost__seed_0__trial_27,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_28_s0,28,CatBoost__seed_0__trial_28,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_29_s0,29,CatBoost__seed_0__trial_29,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_3_s0,3,CatBoost__seed_0__trial_3,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_4_s0,4,CatBoost__seed_0__trial_4,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_5_s0,5,CatBoost__seed_0__trial_5,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_6_s0,6,CatBoost__seed_0__trial_6,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_7_s0,7,CatBoost__seed_0__trial_7,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_8_s0,8,CatBoost__seed_0__trial_8,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,CatBoost,random_9_s0,9,CatBoost__seed_0__trial_9,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,default,0,XGBoost__seed_0__trial_0,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_1_s0,1,XGBoost__seed_0__trial_1,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_10_s0,10,XGBoost__seed_0__trial_10,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_11_s0,11,XGBoost__seed_0__trial_11,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_12_s0,12,XGBoost__seed_0__trial_12,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_13_s0,13,XGBoost__seed_0__trial_13,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_14_s0,14,XGBoost__seed_0__trial_14,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_15_s0,15,XGBoost__seed_0__trial_15,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_16_s0,16,XGBoost__seed_0__trial_16,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_17_s0,17,XGBoost__seed_0__trial_17,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_18_s0,18,XGBoost__seed_0__trial_18,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_19_s0,19,XGBoost__seed_0__trial_19,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
openml__cnae-9__9981,XGBoost,random_2_s0,2,XGBoost__seed_0__trial_2,"Traceback (most recent call last):
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_experiment.py"", line 151, in __call__
    result = cross_validation(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_utils.py"", line 247, in cross_validation
    processed_data = process_data(
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 161, in process_data
    X_train, y_train = inject_missing_values(X_train, y_train, inject_missing, num_mask)
  File ""/home/al3615/projects/tabzilla/TabZilla/tabzilla_data_processing.py"", line 125, in inject_missing_values
    X_missing[:, num_idx][missing_mask] = np.nan
ValueError: cannot convert float NaN to integer
"
